Rank,Username,Score,CurrConSolved,time_taken,total_fail,Country,Profile_rank,PostViewCnt,Reputation,Total_solved,Easy,Medium,Hard,ContestCnt,CurrRating,rating_first,GlobalRank,active_days,contest_id
2646,codewithvishal05,13,3,3742,1,India,141746,194,5,567,219,321,27,20,1754,1490,83018,1540,2
4558,Snigdhapatel,13,3,6259,3,,4942015,0,0,13,7,5,1,6,1528,1468,311913,64,2
2965,roshanbirgonda007,13,3,4143,1,India,216692,0,0,463,187,268,8,18,1698,1495,113903,476,2
4583,avwu0611,13,3,6374,4,,643946,0,0,230,94,125,11,1,1622,1623,175115,0,2
9426,PuttuPrabhas,7,2,2033,1,India,195606,0,0,488,235,236,17,23,1686,1467,121397,406,2
5191,Soumen09,7,2,281,0,,1913830,0,0,72,27,34,11,4,1751,1560,84601,21,2
4313,WHMHammer,13,3,5678,3,China,1036898,850,10,149,37,85,27,24,1895,1450,37690,658,2
1324,SubhRaj,13,3,875,0,,72175,0,0,744,211,412,121,14,1696,1411,114832,1106,2
1309,Ashwath06,15,3,6222,3,India,3496074,0,0,27,9,15,3,10,1787,1549,69846,91,2
8315,zannyrt,7,2,1651,2,,1645321,1,0,89,58,30,1,2,1507,1441,357789,1064,2
3532,MAHI_8032,13,3,4792,3,,897434,0,0,173,82,84,7,5,1521,1415,327723,120,2
3246,iam_ashish,13,3,4452,0,India,425292,20,2,312,86,182,44,25,1801,1620,64824,218,2
9861,Atharv_Ghumtane,7,2,2186,0,India,161565,0,0,535,188,285,62,17,1546,1472,278814,378,2
7493,Ashwinikumar67,7,2,1392,0,India,32576,41,3,970,370,536,64,61,1858,1432,47865,546,2
7721,krrohit12,7,2,1466,1,,4390380,0,0,19,7,10,2,2,1582,1532,222114,0,2
141,absar0920,19,4,1988,3,Pakistan,2886019,0,0,38,15,17,6,3,1827,1705,56961,14,2
2611,Phantom_7,13,3,3704,3,India,678119,0,0,220,73,127,20,11,1710,1645,106389,231,2
3225,Zephiron,13,3,4426,0,India,27802,12,0,1016,331,550,135,56,1888,1411,39531,1022,2
1437,Ayushi_Raj02,13,3,1753,0,,240780,0,0,439,118,233,88,1,1707,1708,107964,0,2
4509,saxena_106,13,3,6065,6,India,63836,5,1,776,228,450,98,55,1943,1535,28370,644,2
8329,BF4reQPFco,7,2,1656,0,India,4623006,0,0,15,10,5,0,5,1569,1466,240529,42,2
6796,MD_Maroof,7,2,1170,0,United States,209424,94,41,471,214,239,18,32,1548,1412,274569,1274,2
9649,Varshini_pentapalli,7,2,2108,0,India,87824,0,0,691,218,396,77,30,1679,1451,126689,357,2
2041,ShubhamxGupta,13,3,2986,3,India,103520,60221,697,649,397,203,49,28,1856,1452,48540,280,2
2400,Sri_lekhaaaa,13,3,3449,1,India,155675,0,0,545,229,278,38,39,1787,1535,69744,322,2
781,surajyoti_,19,4,4677,5,,5000001,0,0,7,2,2,3,2,1821,1685,58680,0,2
9921,harshithkumarsb18,7,2,2205,0,,292873,16,2,393,135,228,30,47,1648,1447,150754,526,2
4002,3NsSkBwitm,13,3,5296,2,,2987437,0,0,36,11,24,1,14,1817,1534,59636,147,2
3934,SanaSidd,13,3,5231,4,,729426,0,0,208,99,99,10,10,1526,1527,316229,49,2
7025,MopuriVarshiniNamratha,7,2,1247,0,,446940,0,0,301,259,40,2,21,1377,1415,774222,203,2
8571,vidhanshu03,7,2,1739,1,,2055115,0,0,65,22,43,0,30,1678,1478,126893,176,2
4899,Sreerag_R,9,2,3577,0,,4509675,0,0,16,7,7,2,8,1499,1414,379980,77,2
9268,user4199Lh,7,2,1978,1,India,65079,0,0,771,282,440,49,25,1627,1546,169844,490,2
999,parvarhatia_26,19,4,5373,1,India,1367091,0,0,112,72,32,8,5,1552,1488,267089,14,2
6426,bd1zlGRxjs,7,2,1036,1,United States,525351,135,3,268,113,132,23,8,1646,1475,152240,245,2
3296,shikharyadav04,13,3,4512,2,,72798,0,0,741,188,450,103,14,1809,1540,62322,378,2
3171,harshbelike,13,3,4372,4,India,232773,58,2,447,135,258,54,5,1536,1456,295592,448,2
4457,followstar32,13,3,5942,2,,38132,0,0,921,264,500,157,53,1833,1526,55222,1288,2
2438,Sabarikirisan_d,13,3,3497,1,,77292,0,0,727,197,423,107,13,1734,1569,92779,56,2
2006,Princek1512,13,3,2938,0,India,1034583,0,0,150,78,63,9,7,1927,1819,31080,252,2
8087,hemantgaikwad12051997,7,2,1586,0,,147574,40,2,557,185,311,61,43,1515,1467,340872,330,2
4205,aarihant1999,13,3,5547,1,,4995111,0,0,14,5,7,2,4,1723,1619,98798,28,2
9548,niteshmrh,7,2,2069,3,India,155543,0,-1,544,235,266,43,37,1601,1414,198888,1330,2
3179,_Pooja123,13,3,4380,2,,91007,580,3,681,135,454,92,24,1672,1411,131745,749,2
9007,purifier1990,7,2,1892,1,China,7230,3054,103,1458,443,851,164,261,1603,1500,196207,2891,2
7064,oQH81KRUUZ,7,2,1259,0,,3566336,0,0,31,22,6,3,2,1517,1587,336298,7,2
4429,shivangi_garg,13,3,5894,3,,85050,0,0,699,146,442,111,33,1842,1530,52659,2276,2
8880,dwu22,7,2,1848,2,United States,349979,0,0,354,118,209,27,3,1602,1563,197177,14,2
7083,_arcbit_,7,2,1264,0,,1583077,0,0,93,55,34,4,7,1610,1481,187705,42,2
8471,krdharani_777,7,2,1703,0,India,1041617,180,3,150,84,62,4,12,1627,1560,169981,56,2
4811,1PRatLeet,9,2,2831,0,,366919,0,0,342,115,185,42,10,1524,1458,319955,1085,2
5642,madhavanvasu26,7,2,746,0,India,62111,9,0,783,312,430,41,71,1707,1440,107974,1701,2
9430,Swagwz,7,2,2034,1,Taiwan,223363,69,0,456,191,238,27,5,1578,1431,228236,210,2
9035,CyberKukro,7,2,1901,0,India,4780572,0,0,14,5,9,0,4,1715,1652,103174,56,2
4959,mohit18nov,9,2,3996,5,India,630335,0,0,233,147,81,5,7,1562,1412,250917,609,2
1430,riyaa_bajpai,13,3,1733,0,,133439,0,0,583,304,246,33,6,1933,1747,29932,126,2
6019,sanyamiiitbh,7,2,898,0,India,251219,5,0,429,140,239,50,14,1707,1492,108118,112,2
4147,adityas_28,13,3,5455,1,India,52796,4,0,831,259,466,106,28,1945,1490,28004,455,2
7298,Nitish1306,7,2,1331,1,India,166376,213,5,527,148,352,27,13,1740,1568,90084,1708,2
3838,shreysv,13,3,5119,2,United States,567181,25,0,256,69,153,34,12,1830,1616,55961,588,2
151,olM6MIGo5M,19,4,2048,3,,2458159,0,0,50,19,23,8,7,1849,1513,50694,28,2
7976,upparipriyanka,7,2,1550,0,,1077532,0,0,144,54,66,24,6,1629,1672,168072,63,2
8042,diyaanna06,7,2,1571,1,India,93671,0,3,674,160,416,98,22,1843,1567,52473,175,2
1318,Mohit_9315,13,3,690,0,,2485806,0,0,49,13,26,10,1,1713,1713,104431,0,2
2859,jeet_2110,13,3,4037,2,,388029,1755,23,330,110,188,32,27,1735,1485,92292,652,2
1717,Arj0n-G0d,13,3,2442,0,,98711,0,0,661,223,337,101,45,1958,1550,26102,735,2
2948,KLU2300033843,13,3,4128,0,,1332277,0,0,114,68,45,1,34,1644,1596,154194,245,2
2757,vivekydv936,13,3,3896,1,India,701252,7,0,216,108,95,13,20,1513,1413,343423,518,2
6997,AnujMadhani,7,2,1239,0,,27723,1158,15,1017,345,603,69,35,1905,1471,35453,217,2
8029,AlisonWen,7,2,1568,1,Taiwan,216505,50,0,463,163,257,43,39,1713,1542,104296,378,2
3552,prash_27,13,3,4811,1,,2881224,0,0,38,27,10,1,2,1686,1608,121205,14,2
1504,atishayjain78001,13,3,1987,0,India,50416,692,8,842,311,441,90,78,1953,1421,26718,652,2
9352,arya_sam,7,2,2009,0,India,1168500,0,0,132,37,91,4,12,1661,1680,139728,231,2
2618,DbFQ41GQIq,13,3,3712,1,India,241800,126,1,437,105,264,68,12,1751,1488,84670,238,2
4871,jpineiro847,9,2,3353,0,United States,300344,66,2,387,140,220,27,17,1712,1593,105036,175,2
9565,tejasw06,7,2,2076,0,,326538,0,0,368,124,215,29,3,1421,1414,634828,91,2
8059,neeraj042,7,2,1577,0,United States,119612,0,0,612,277,280,55,3,1491,1496,401122,854,2
566,hbdz936,19,4,3983,1,,304407,18,14,385,130,215,40,14,1685,1416,122574,134,2
4503,Illuminati9,13,3,6044,7,India,169317,0,0,523,168,294,61,31,2139,1463,10337,756,2
1127,deepak_goswami_7,19,4,5947,3,India,104249,0,14,646,156,359,131,60,2177,1522,8337,679,2
1922,Cipherun,13,3,2807,0,,4645053,0,0,15,7,6,2,2,1833,1755,55272,0,2
7439,bhargaviii102,7,2,1373,0,,333908,0,0,363,76,257,30,7,1651,1507,148179,70,2
8040,Shagun0712,7,2,1570,0,,1170587,0,0,132,51,72,9,4,1549,1490,272626,14,2
935,ChlqlL2M5h,19,4,5160,1,India,280357,0,0,404,114,233,57,19,1921,1457,32226,441,2
3097,peyushomenio,13,3,4300,2,India,103077,33,7,650,185,403,62,47,1928,1435,30860,322,2
1184,alexxue800,19,4,6381,4,,465760,61,1,292,102,159,31,7,2029,1579,17773,602,2
2861,Siddharth_1374,13,3,4039,3,,37220,0,0,928,403,399,126,14,1698,1692,113730,203,2
1272,kaartthikha,15,3,3155,0,,1910606,0,0,74,48,20,6,6,1510,1414,351350,546,2
4853,fabberry,9,2,3212,1,India,395706,0,1,326,71,204,51,21,1597,1446,202975,176,2
7443,shantanukumarrj9,7,2,1374,0,,4470532,0,0,16,3,11,2,5,1708,1525,107200,742,2
5939,kartik26044,7,2,866,0,India,257731,3245,43,422,118,235,69,8,1567,1499,243911,175,2
5171,Abhigy012,9,2,6103,4,India,489197,9,0,282,102,161,19,11,1650,1519,148906,245,2
1967,aditya_pwr_87,13,3,2873,1,,63583,0,16,783,122,520,141,49,1921,1529,32199,442,2
9519,khuushhh,7,2,2061,0,India,1092472,0,0,142,54,81,7,2,1478,1415,438339,0,2
85,nyxq,19,4,1535,1,,79705,5008,56,717,208,364,145,21,2765,1744,441,294,2
9558,madhuram8978,7,2,2072,3,,747570,0,0,203,145,57,1,26,1479,1437,435259,581,2
1294,raman2915,15,3,4970,2,India,1678674,0,0,86,38,36,12,5,1779,1733,72989,56,2
1843,avichaljain1997,13,3,2656,0,India,27926,163,0,1014,275,573,166,54,1741,1482,89530,2058,2
7695,teja_2007,7,2,1457,0,,1145304,0,0,135,75,52,8,14,1538,1414,291848,133,2
2511,code_akash28,13,3,3584,1,,30786,87,3,985,296,600,89,95,1825,1515,57510,686,2
4668,jHf4HjI8nh,13,3,7266,7,India,196270,5,0,487,142,276,69,24,1645,1414,153747,238,2
4365,eZMyt2AQ0h,13,3,5775,2,,5000001,0,0,5,2,2,1,2,1586,1490,217464,217,2
3103,haroldchang2006,13,3,4306,2,,470743,0,0,290,63,194,33,7,1898,1674,37103,42,2
5252,AsthaSingh0108,7,2,453,0,India,55484,0,0,815,241,494,80,33,1775,1483,74278,700,2
4804,Kaur06Nripjeet,9,2,2740,0,,588618,0,0,246,76,135,35,6,1542,1414,285537,35,2
9623,ram191141,7,2,2099,1,,403579,4,0,322,116,184,22,34,1579,1412,226913,406,2
9121,aadya_023,7,2,1931,0,,738697,0,0,206,74,121,11,9,1671,1628,132602,56,2
8295,suryateja0,7,2,1646,0,,87426,26,3,692,299,372,21,114,1964,1503,25301,735,2
2708,wolfofdalalst,13,3,3841,2,,439731,0,0,304,109,173,22,10,1743,1504,88188,322,2
5242,ZBdYt2HHMQ,7,2,439,0,,5000001,0,0,9,4,5,0,1,1611,1612,186604,0,2
711,Purushothaman__C,19,4,4432,2,,2942359,0,0,38,9,19,10,1,1753,1754,83516,0,2
2864,nandini_reddy04,13,3,4040,2,India,132908,0,0,584,278,297,9,55,1800,1445,65249,434,2
1248,harshitbelwal95,19,4,11032,24,India,2004993,0,0,67,45,19,3,2,1776,1655,74222,70,2
2903,Agrani_14,13,3,4077,1,India,150688,0,0,552,242,281,29,24,1630,1444,167045,343,2
4922,liminghb123,9,2,3734,0,China,4722,536,0,1618,703,849,66,281,1657,1417,143296,3045,2
6946,yeshwanthsai2008,7,2,1223,0,,31408,10,15,979,257,533,189,76,1882,1497,40871,938,2
6509,chkrishi4,7,2,1065,1,,248882,1412,13,430,208,216,6,27,1724,1441,97947,336,2
1773,Gnanesh99,13,3,2550,0,India,791871,0,0,194,89,84,21,8,1707,1628,108123,36,2
4827,jai_deep_11,9,2,2954,0,,574163,0,0,251,83,152,16,5,1702,1529,111245,56,2
4817,Bhumik_47,9,2,2862,0,India,347847,30,1,354,188,144,22,9,1562,1414,251513,98,2
7555,QJWAxCvlVg,7,2,1414,0,,140331,6,0,573,211,325,37,15,1593,1509,208582,147,2
3539,jahanath1913,13,3,4798,0,,504447,0,0,276,184,84,8,16,1548,1464,275091,189,2
1714,Mehta_anmol_28,13,3,2433,0,India,25287,21,2,1045,450,534,61,45,1966,1481,25006,560,2
5325,CodeCrack7,7,2,547,0,,1892796,12259,96,73,22,49,2,26,1813,1597,61017,448,2
9663,shreyas_s,7,2,2116,2,United States,23055,1223,10,1072,285,634,153,54,1755,1443,82646,1855,2
4993,dharshinipriya_05,9,2,4260,1,,1069814,0,0,145,44,73,28,8,1511,1433,349134,49,2
1548,MultiverseKingDev,13,3,2086,2,India,258922,0,0,421,169,216,36,7,1678,1477,127260,70,2
5438,kothavitesh,7,2,635,0,,2219412,0,0,58,50,8,0,8,1533,1549,302485,190,2
8583,FyReX_KING,7,2,1743,1,,124869,6,0,600,173,371,56,17,1899,1553,36714,189,2
2771,YkxqdoPcGU,13,3,3914,2,,5000001,0,0,3,1,1,1,1,1661,1661,140278,0,2
5528,RepulsiveGravity,7,2,687,0,,3306588,0,0,30,16,14,0,10,1720,1507,100117,196,2
5869,orchaestra31,7,2,844,0,India,322124,145,5,371,169,173,29,32,1589,1481,212781,539,2
8345,lightcodex485,7,2,1661,0,,181039,5,0,507,164,301,42,21,1821,1569,58497,238,2
1634,cmd27,13,3,2250,0,India,268916,8,0,413,36,273,104,19,1979,1442,23253,1120,2
3830,codingstar2001,13,3,5112,0,India,98618,29426,101,660,256,328,76,15,1687,1428,120810,1183,2
8108,arkaprabhasarkar2005,7,2,1592,0,,249055,2,0,430,215,198,17,31,1613,1522,184913,378,2
2752,khushibansal__,13,3,3889,0,,231856,0,0,447,147,269,31,31,1771,1426,75754,546,2
3044,Kuldeep_99799,13,3,4236,0,,281644,8,0,402,68,266,68,5,1621,1415,176771,175,2
140,23AIML008Mayank,19,4,1987,0,,1186051,0,0,130,61,58,11,4,1722,1498,99514,238,2
5668,LeJ4vtIFx0,7,2,755,0,India,104764,0,0,646,174,373,99,35,1930,1413,30523,245,2
1925,durgesh_uk,13,3,2808,1,India,115465,15,21,621,197,358,66,43,2050,1478,15834,637,2
7190,Suryansh_Singh,7,2,1299,1,India,118070,0,6,614,146,341,127,61,1910,1658,34311,1554,2
1252,Raunak0077,15,3,1068,1,,3428894,0,0,28,8,12,8,4,1766,1643,77875,154,2
1565,kal425,13,3,2123,2,,37539,707,18,926,278,591,57,56,2263,1715,5257,1092,2
9546,yukthasiri25,7,2,2069,0,,1138331,0,0,136,82,52,2,25,1496,1555,387954,308,2
8615,sahilsanap101,7,2,1753,0,India,501809,0,0,277,105,155,17,15,1554,1479,265295,134,2
1095,coderangshu,19,4,5788,2,India,10321,3096,23,1333,304,756,273,12,1990,1446,21993,1652,2
9656,mishragaurav656,7,2,2112,2,,16574,571,25,1175,329,756,90,52,1721,1448,99970,2052,2
468,Sk_345,19,4,3632,1,India,43019,1338,42,887,240,506,141,49,1886,1452,39953,1316,2
5075,ZIPab7twUS,9,2,4878,4,India,3969117,0,0,21,8,11,2,11,1620,1711,177007,84,2
467,me_rahulmaurya,19,4,3619,1,,552542,0,0,258,85,141,32,31,2132,1517,10656,476,2
4237,PrathameshGr8,13,3,5580,2,,563911,2,0,254,91,145,18,10,1640,1461,157818,147,2
6916,Suhan_89,7,2,1212,0,India,49481,14,0,847,323,461,63,34,1631,1498,166681,210,2
9741,Guduru_karthikeya,7,2,2140,2,,5000001,0,0,11,3,7,1,2,1565,1557,247038,7,2
206,_chiikawa,19,4,2444,1,,1248228,253,3,123,21,81,21,9,2374,1781,2981,378,2
9062,arnabpaul01,7,2,1909,0,,1554661,0,0,95,37,44,14,12,1565,1484,246358,133,2
784,maninderbachhal25,19,4,4682,2,,46460,2092,30,864,208,532,124,36,1817,1426,59708,1715,2
8421,Pranav_Ash_2005,7,2,1688,0,India,269320,219,44,412,143,234,35,3,1533,1440,301606,189,2
6678,jigyarthjoshi,7,2,1124,0,,251821,228,1,427,224,188,15,52,1607,1413,191776,1393,2
9899,avibega,7,2,2200,2,India,152663,71,21,549,161,323,65,37,1679,1467,126405,462,2
1329,joz9olIR13,13,3,947,1,,5000001,0,0,10,3,6,1,5,1720,1594,100331,42,2
5840,kowshikreddy00,7,2,832,0,,555153,0,0,257,140,112,5,23,1693,1452,117172,596,2
4820,dev_koushal,9,2,2898,1,India,844300,108,1,182,75,98,9,11,1605,1477,194034,140,2
4332,0AvQaDNF,13,3,5703,8,,15597,0,0,1194,242,767,185,16,1909,1555,34451,189,2
4972,princess_pt,9,2,4071,1,,1725620,0,0,83,25,50,8,11,1499,1508,378978,112,2
8500,vamsikrishna62,7,2,1715,1,,1136052,8,0,137,69,65,3,12,1504,1452,365615,259,2
8378,Harsh_1118,7,2,1672,0,,136501,0,0,578,239,311,28,60,1552,1432,267588,770,2
6956,selenala,7,2,1226,0,,179075,0,0,509,179,282,48,42,1791,1571,68354,2135,2
7383,deepshika20,7,2,1356,0,India,627568,0,0,235,111,120,4,39,1470,1472,465720,441,2
4948,Dev_Gaurav_k,9,2,3899,0,India,308259,0,0,381,122,214,45,12,1590,1544,211273,686,2
4282,AdarshSingh1705,13,3,5637,2,,395782,16,0,327,144,167,16,15,1587,1481,215356,196,2
7161,natty_you,7,2,1291,0,,1634355,0,0,89,28,57,4,28,1831,1510,55636,630,2
8197,jvsanjai,7,2,1619,0,India,126324,22,0,597,310,277,10,69,1610,1413,187950,553,2
9247,prahar123,7,2,1970,4,,2327159,0,0,54,29,24,1,22,1583,1552,220714,119,2
9476,Satya_1308,7,2,2049,1,,4278100,0,0,18,7,8,3,2,1599,1570,201151,0,2
5156,Jaspreet-Singh-JSK,9,2,5697,1,India,1736039,0,0,83,46,36,1,7,1665,1459,136763,28,2
2819,Sai_Kumar_Adapa,13,3,3978,0,,17974,9,0,1152,361,630,161,99,1641,1504,156943,1176,2
3265,trickster_eagle,13,3,4477,1,India,84181,28,1,702,231,358,113,18,1624,1412,173751,399,2
2870,The_vishal_,13,3,4048,0,,363949,7,0,344,112,194,38,8,1591,1479,210681,273,2
1735,abhi-jha,13,3,2459,1,Nepal,38572,0,0,919,180,571,168,10,2070,1550,14372,427,2
9470,yuxdi,7,2,2046,1,India,613240,0,1,238,130,97,11,19,1638,1437,159748,700,2
9910,paulsayantan2001,7,2,2201,0,,21389,0,0,1096,386,577,133,78,1675,1430,129446,1162,2
9102,_harsh_MMIII,7,2,1924,0,India,2411193,0,0,51,37,14,0,20,1448,1461,544386,217,2
681,christopherThomas9798,19,4,4352,2,India,407288,0,0,320,116,176,28,7,1845,1437,52055,35,2
9141,rkdutta_004,7,2,1938,0,India,99597,1073,20,658,208,373,77,38,1807,1466,62940,252,2
8062,SayanSamajpati,7,2,1577,1,,301713,0,0,387,124,222,41,4,1636,1491,161280,56,2
731,mcolson,19,4,4483,0,United States,4935,16,3,1600,485,993,122,139,1924,1502,31557,2842,2
4123,rafyen,13,3,5427,1,,445550,5,0,302,91,160,51,13,1768,1551,76962,70,2
1576,rahul_yadav669,13,3,2151,0,India,82068,0,0,711,174,420,117,32,1799,1570,65550,294,2
6553,Sanjay_V_17,7,2,1080,0,,81459,0,0,711,322,374,15,131,1771,1411,75863,735,2
5083,sayanAd123,9,2,4919,3,,5000001,0,0,8,3,4,1,4,1529,1534,309507,21,2
9870,dcode-7,7,2,2189,1,India,234827,177,54,444,168,252,24,25,1580,1491,224464,266,2
3240,piyushSoni0311,13,3,4443,0,India,167444,0,1,527,189,301,37,31,1860,1450,47307,245,2
5654,siddarthapogula,7,2,752,0,,1595683,0,1,92,36,49,7,9,1652,1515,147443,70,2
6809,RookieCoder70,7,2,1176,1,,1091802,0,0,143,45,93,5,4,1554,1523,265237,98,2
3640,SauravKumar79284,13,3,4900,4,,2621489,0,0,45,11,29,5,13,1937,1661,29379,77,2
4681,name-2,13,3,7671,8,,501712,0,0,277,62,171,44,2,1620,1541,177809,7,2
2182,Shub7ham_07,13,3,3204,0,,292700,0,0,395,82,245,68,13,1896,1573,37632,63,2
1167,Armansahu123,19,4,6227,3,,652267,0,0,227,28,146,53,18,2070,1679,14360,112,2
9296,sahil_starcoder,7,2,1988,0,,487549,0,0,283,101,163,19,6,1534,1487,300270,22,2
3174,SanthanaPandiS,13,3,4375,1,India,709575,3130,29,212,114,85,13,10,1501,1416,372401,42,2
3675,niteshim111,13,3,4936,1,India,10000,2951,324,1344,431,739,174,94,1870,1440,44336,1351,2
2557,NVhellboi_,13,3,3636,1,,3968235,0,0,21,6,11,4,5,1870,1631,44282,105,2
6822,Ravi_1021,7,2,1179,0,India,94405,0,0,672,138,388,146,19,1756,1534,82129,259,2
5632,roux22,7,2,741,0,,2850587,0,0,39,25,13,1,5,1810,1639,61842,224,2
9350,guochiuan,7,2,2008,2,,16042,0,0,1185,339,676,170,70,1624,1472,173527,722,2
2440,dev_shah_1,13,3,3499,4,India,1305400,0,0,117,23,72,22,29,1978,1545,23467,252,2
5428,zzz19,7,2,631,0,,26884,0,0,1027,268,627,132,16,1906,1528,35097,217,2
5933,thanusha_nallabelli,7,2,865,0,,362232,0,0,346,110,203,33,19,1721,1527,99693,476,2
539,kumar1913,19,4,3871,0,,484865,0,164,284,83,175,26,98,2024,1537,18351,525,2
863,rAwlNDGOAM,19,4,4967,0,,5000001,0,0,12,3,5,4,3,1730,1414,94833,77,2
5451,Trinath_Swain_,7,2,641,0,,1170553,110,0,132,101,26,5,10,1633,1504,164313,70,2
7146,suraj_saw,7,2,1285,0,India,504289,0,0,276,113,148,15,9,1524,1414,320092,112,2
8755,spoorthy_10,7,2,1806,0,,1305123,0,0,119,56,51,12,12,1571,1452,237920,238,2
5148,IndusriRamayanam,9,2,5547,2,India,1055921,0,0,147,84,58,5,13,1526,1413,315602,420,2
7222,coder_mriduljaju,7,2,1309,0,India,423131,0,0,313,147,162,4,12,1623,1535,174194,112,2
5785,mishika14,7,2,808,0,,5000001,0,0,7,4,3,0,2,1557,1474,260344,7,2
1736,J34Dk5U9Ld,13,3,2460,0,India,98002,1113,1335,662,315,319,28,17,1925,1859,31450,70,2
2497,palli_jayanth,13,3,3570,0,India,1325041,0,0,115,46,58,11,9,1594,1445,207246,189,2
4905,ashish_nita,9,2,3613,0,,1146571,0,0,135,67,60,8,6,1537,1469,294485,56,2
9815,Advesh,7,2,2167,0,India,185704,129,0,501,183,280,38,4,1469,1412,468834,644,2
7071,94madhu94,7,2,1262,1,United States,127944,2507,246,594,240,327,27,50,1678,1417,126869,2737,2
189,chiraagcodes,19,4,2349,2,,1006457,0,0,154,44,78,32,11,2401,1737,2630,224,2
143,ZI0iiFqDP6,19,4,2000,0,,5000001,0,0,4,1,1,2,1,1852,1853,49815,0,2
9145,Kanishka5__,7,2,1939,0,,281526,0,0,402,127,245,30,18,1666,1496,136020,441,2
1471,Kundana_B,13,3,1886,1,India,227980,7,3,451,164,249,38,40,2119,1503,11368,448,2
8407,Nerouo,7,2,1684,1,Taiwan,84084,10,0,702,205,431,66,18,1660,1526,140992,119,2
5031,machagoutham,9,2,4606,1,India,109372,0,0,634,305,275,54,51,1710,1412,106255,637,2
8424,Raghunath2006,7,2,1689,1,India,43214,9,0,885,507,361,17,56,1898,1423,36975,546,2
3324,Pushkar_Sehrawat_369,13,3,4541,1,India,48432,206,12,853,304,477,72,28,1919,1477,32571,308,2
3594,shaanpatel9889,13,3,4856,0,India,60424,434,1,793,257,463,73,5,1790,1606,68853,665,2
9877,Raynox112,7,2,2193,1,India,1647141,0,0,88,62,26,0,30,1526,1453,315270,245,2
2727,Tushar_0777,13,3,3861,2,India,14042,3127,67,1228,222,805,201,38,1945,1551,27967,315,2
5105,man_ved08,9,2,5096,0,,5000001,0,0,7,3,3,1,3,1648,1618,150463,28,2
5216,Ramsriprasaath_D,7,2,390,0,India,27275,1,0,1022,458,518,46,129,1912,1574,33867,770,2
8962,anantgautam8879,7,2,1876,0,,4739799,0,0,14,6,8,0,4,1764,1621,78766,14,2
5080,GB2023001118,9,2,4909,2,India,931304,0,0,169,104,61,4,19,1563,1472,250065,182,2
4861,somya9050,9,2,3255,0,,298036,0,0,389,182,185,22,23,1643,1636,155270,204,2
5745,priya_patra_2005,7,2,791,0,,4946328,0,0,13,11,2,0,3,1597,1471,203242,7,2
5016,Harshit_Sharma889989,9,2,4503,6,,1285124,0,0,119,67,47,5,8,1652,1415,147211,308,2
2518,jatindigra,13,3,3592,2,India,47362,2810,146,862,290,514,58,33,1836,1412,54383,1274,2
4992,soumi-mishra,9,2,4250,0,,1179510,0,0,131,43,62,26,2,1572,1616,236134,7,2
5100,rdharsan30,9,2,5080,1,,1903378,0,0,72,22,43,7,7,1607,1450,191718,126,2
6642,sheikdharwish,7,2,1112,0,,163450,8,0,532,364,147,21,39,1690,1449,118947,546,2
1816,devanshsharma07,13,3,2616,3,India,129213,629,6,591,200,318,73,15,1761,1450,80235,1239,2
7444,divym0209,7,2,1375,1,,5000001,0,0,5,3,2,0,2,1557,1496,259785,0,2
5222,0xKev,7,2,408,0,,222121,0,0,458,119,293,46,34,1735,1513,92371,315,2
565,Agarwal_Shriyansh,19,4,3970,1,India,76998,0,3,726,156,419,151,29,2137,1648,10433,147,2
2788,tailtq,13,3,3933,1,Vietnam,183358,0,10,504,180,302,22,6,1735,1597,92244,49,2
6662,rajdipanshu05,7,2,1119,0,,270553,0,2,413,128,253,32,24,1697,1437,114530,266,2
7947,Gaurav_Khambat,7,2,1543,1,,492069,0,0,281,105,156,20,18,1572,1414,237145,105,2
5339,Harini2709,7,2,564,0,,37949,0,0,923,376,460,87,44,1765,1659,78187,301,2
2980,abhinavvvv08,13,3,4160,2,India,111975,755,10,628,228,337,63,34,1982,1449,22936,665,2
8835,Mahek_14,7,2,1832,1,India,558408,0,0,258,55,161,42,19,1919,1517,32561,245,2
5059,saurabh_1418,9,2,4779,1,,417163,0,0,316,103,166,47,17,1581,1550,223648,120,2
9316,sridharshini-2007,7,2,1995,2,,690112,0,0,217,118,82,17,15,1491,1491,402079,196,2
7834,duchuyctlk,7,2,1507,0,Singapore,47452,20,1,858,254,580,24,38,1745,1456,87357,1624,2
3,mann_1,19,4,422,0,India,281714,0,0,403,151,199,53,4,2096,1824,12675,14,2
1269,1oy5t3OWfc,15,3,2906,0,,4630189,0,0,15,4,8,3,7,1658,1523,142621,42,2
637,Mikelou,19,4,4216,1,,3956121,0,0,21,7,10,4,4,1870,1411,44155,406,2
3603,kumarbidyanshu,13,3,4863,0,India,254496,2,1,426,160,235,31,11,1624,1517,173187,147,2
4233,HRITHIK_SANKAR_R,13,3,5577,1,,92569,0,0,677,330,318,29,91,1840,1499,53344,735,2
9186,mohammedcode-123,7,2,1950,0,India,507156,0,0,275,149,111,15,16,1565,1506,246619,182,2
8908,Abhinav_0810,7,2,1858,1,India,73616,0,0,739,341,368,30,10,1704,1511,109752,224,2
8579,Priyansha_leetcode,7,2,1741,1,,5000001,0,0,12,4,8,0,6,1499,1508,380741,63,2
9836,sinhaji,7,2,2176,1,India,156193,20,25,543,199,317,27,21,1514,1424,342944,735,2
